clientID,Type,age,gender,Dependent_count,Educational_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_count,Month_Inactive_12_month,Contacts_count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Average_Utilization_Ratio,geography
ID_005328,Gold,49,F,0,Uneducated,Divorced,Less than $40K,Blue,47,1,1,8,2000,6955,15232,3949.06,47573,142,56.6,0.973,USA
ID_005329,Premium,67,M,0,Post-Graduate,Married,$40K - $60K,Gold,14,2,0,1,7500,449,7993,272.32,37429,124,33.21,0.007,UK
ID_005330,Premium,58,F,1,Graduate,Single,$40K - $60K,Platinum,23,5,5,4,15000,6771,12659,3144.98,45875,128,125.92,0.519,UK
ID_005331,Standard,19,F,5,Uneducated,Divorced,$40K - $60K,Silver,51,1,5,6,7500,3863,4930,-450.77,13540,45,28.69,0.22,UK
ID_005332,Premium,42,F,5,Post-Graduate,Unknown,Less than $40K,Gold,51,5,1,1,25000,5373,6986,3035.07,27108,159,-27.39,0.886,UK
ID_005333,Platinum,69,M,5,High School,Married,Less than $40K,Silver,14,3,0,0,3000,4491,6630,1539.52,34443,176,125.76,0.91,UK
ID_005334,Platinum,61,M,3,Unknown,Married,Less than $40K,Silver,23,5,1,6,15000,6259,17834,4568.17,19510,93,128.59,0.255,UK
ID_005335,Gold,78,F,4,Uneducated,Divorced,Less than $40K,Blue,8,1,4,4,1000,3698,2434,202.52,30788,94,95.21,0.953,Canada
ID_005336,Platinum,19,F,0,Graduate,Divorced,Less than $40K,Gold,13,5,2,6,25000,2285,19520,-597.21,15209,9,65.92,0.704,UK
ID_005337,Standard,59,F,1,Graduate,Single,$120K+,Silver,36,5,0,0,5000,8467,14061,2201.15,36909,144,113.3,0.9,USA
ID_005338,Gold,18,F,2,Post-Graduate,Divorced,$120K+,Silver,44,5,2,5,5000,830,7030,4505.65,39584,147,-18.78,0.661,USA
ID_005339,Platinum,53,F,2,Uneducated,Divorced,Less than $40K,Blue,1,1,3,5,25000,8269,19779,221.18,10872,50,85.67,0.985,UK
ID_005340,Standard,74,F,3,High School,Unknown,$40K - $60K,Gold,37,3,0,6,10000,4158,18962,4009.15,10250,149,-17.1,0.286,Canada
ID_005341,Platinum,29,F,0,Post-Graduate,Married,$80K - $120K,Platinum,26,5,3,7,25000,7340,3758,1036.2,33462,19,102.51,0.099,Canada
ID_005342,Platinum,26,F,4,Graduate,Divorced,$80K - $120K,Gold,4,3,4,8,5000,726,6255,-405.94,21156,192,-22.58,0.717,Canada
ID_005343,Premium,53,M,0,Uneducated,Divorced,$120K+,Silver,16,1,5,9,3000,4016,9862,2538.91,10518,3,95.69,0.559,UK
ID_005344,Platinum,58,F,5,Unknown,Unknown,Less than $40K,Platinum,25,4,4,4,1000,5400,8947,2131.65,10083,118,-26.38,0.826,UK
ID_005345,Platinum,45,M,2,High School,Divorced,$60K - $80K,Blue,19,5,0,3,10000,2270,4582,4030.35,27594,181,107.81,0.488,UK
ID_005346,Standard,55,F,0,Graduate,Unknown,$80K - $120K,Blue,20,3,0,4,2000,9764,2465,-382.39,3366,91,-18.42,0.916,USA
ID_005347,Standard,50,M,2,Uneducated,Married,$80K - $120K,Silver,26,5,2,9,15000,5406,169,2871.5,16598,64,37.13,0.506,USA
ID_005348,Premium,59,M,1,Unknown,Married,$40K - $60K,Gold,51,2,3,4,10000,2105,1292,2722.52,43596,178,123.22,0.84,Canada
ID_005349,Platinum,78,F,1,Graduate,Unknown,$80K - $120K,Silver,32,2,2,8,2000,5382,11939,4969.59,14294,10,97.8,0.818,UK
ID_005350,Premium,63,M,2,Unknown,Unknown,$120K+,Gold,3,1,0,6,3000,5466,8082,968.34,19000,105,121.63,0.305,UK
ID_005351,Platinum,39,M,4,Graduate,Married,Less than $40K,Blue,48,3,5,1,25000,1173,17104,-732.44,4429,26,80.91,0.612,USA
ID_005352,Gold,42,F,4,Post-Graduate,Married,Less than $40K,Silver,7,3,2,1,10000,4099,5464,1467.35,23776,153,26.43,0.317,USA
ID_005353,Gold,78,F,0,Post-Graduate,Unknown,$80K - $120K,Silver,32,5,0,0,7500,6106,6148,1786.6,11123,127,19.5,0.559,UK
ID_005354,Premium,35,F,2,Post-Graduate,Single,$60K - $80K,Platinum,5,2,1,1,25000,7135,13561,1213.71,5496,81,-21.02,0.691,UK
ID_005355,Premium,23,M,3,Uneducated,Married,$120K+,Silver,21,5,3,1,25000,9812,11885,2782.8,39292,16,38.18,0.78,UK
ID_005356,Premium,35,F,4,Post-Graduate,Married,$80K - $120K,Gold,30,5,4,4,5000,4808,10957,595.07,43078,169,130.05,0.641,UK
ID_005357,Standard,69,M,4,Uneducated,Unknown,$120K+,Platinum,20,1,4,8,10000,4187,5344,98.85,20208,175,103.73,0.965,USA
ID_005358,Standard,33,F,5,High School,Unknown,$60K - $80K,Gold,58,4,2,6,7500,9717,18355,1716.61,5981,32,-42.71,0.356,Canada
ID_005359,Standard,32,F,1,Post-Graduate,Unknown,$120K+,Platinum,29,1,5,4,2000,3721,6019,3361.77,16240,118,-11.72,0.425,UK
ID_005360,Premium,65,M,4,Uneducated,Single,$120K+,Blue,24,1,4,9,3000,1519,18615,4348.81,12187,60,83.05,0.554,USA
ID_005361,Platinum,25,M,4,Graduate,Unknown,$120K+,Gold,1,1,1,3,10000,175,6464,2982.22,41794,105,-6.02,0.61,USA
ID_005362,Gold,30,M,5,Uneducated,Single,Less than $40K,Gold,43,5,1,5,7500,5927,15193,1264.15,32002,28,31.6,0.503,USA
ID_005363,Premium,72,F,4,Uneducated,Unknown,$60K - $80K,Silver,25,5,2,3,2000,2228,1514,3479.77,30435,62,134.53,0.291,UK
ID_005364,Standard,60,F,5,Graduate,Unknown,Less than $40K,Blue,27,5,4,9,3000,8453,5846,133.13,31071,36,135.5,0.218,Canada
ID_005365,Standard,77,F,2,Uneducated,Single,$40K - $60K,Platinum,25,5,4,6,25000,3830,9786,3512.0,149,183,2.63,0.669,Canada
ID_005366,Premium,78,M,2,Graduate,Divorced,$80K - $120K,Platinum,59,2,0,2,10000,6205,2360,1885.38,9877,15,66.76,0.913,Canada
ID_005367,Premium,74,M,1,Unknown,Married,Less than $40K,Blue,21,3,2,7,5000,9251,3373,624.84,13140,55,90.31,0.869,Canada
ID_005368,Standard,24,M,0,Post-Graduate,Unknown,$120K+,Silver,17,2,0,7,10000,7956,16550,3153.56,20932,169,-6.51,0.598,UK
ID_005369,Platinum,34,M,5,High School,Divorced,$40K - $60K,Gold,28,3,1,2,1000,1479,1043,1498.49,5552,23,-32.22,0.229,UK
ID_005370,Standard,67,F,4,Uneducated,Single,$60K - $80K,Gold,32,5,5,6,25000,8819,2451,2720.38,16260,196,15.52,0.945,UK
ID_005371,Standard,49,M,0,Graduate,Unknown,$60K - $80K,Silver,44,2,2,0,2000,1562,8289,2982.0,44630,30,141.6,0.429,USA
ID_005372,Premium,39,M,2,Post-Graduate,Single,Less than $40K,Platinum,50,3,5,4,1000,3149,8881,1359.25,42818,98,118.09,0.089,Canada
ID_005373,Platinum,72,F,4,Uneducated,Single,$120K+,Silver,34,4,0,8,3000,5763,14477,4915.87,44162,138,-27.39,0.671,UK
ID_005374,Standard,68,F,0,Post-Graduate,Single,$120K+,Gold,22,1,5,1,25000,109,3869,1742.23,22024,129,125.2,0.924,UK
ID_005375,Standard,74,M,5,Unknown,Divorced,$60K - $80K,Blue,42,3,1,2,25000,9991,13713,4904.64,39577,84,82.36,0.16,Canada
ID_005376,Gold,30,M,5,Uneducated,Single,$120K+,Platinum,57,2,5,3,2000,9178,18145,411.24,33162,198,48.81,0.556,UK
ID_005377,Premium,64,M,0,Graduate,Married,$80K - $120K,Silver,19,2,4,1,5000,9434,14318,1.76,12434,80,56.74,0.694,USA
ID_005378,Gold,40,M,5,Unknown,Unknown,Less than $40K,Gold,48,4,2,9,15000,4738,13951,2785.1,10972,34,97.9,0.122,UK
ID_005379,Gold,79,M,3,Uneducated,Unknown,Less than $40K,Platinum,8,3,0,5,5000,2736,15698,2282.3,25173,189,50.31,0.379,Canada
ID_005380,Standard,71,M,2,Post-Graduate,Married,$120K+,Silver,2,1,5,4,25000,1819,15807,2241.91,47542,181,54.94,0.644,Canada
ID_005381,Premium,46,F,1,Unknown,Unknown,$60K - $80K,Blue,5,2,5,4,3000,6757,4969,4970.17,13894,196,15.97,0.929,USA
ID_005382,Platinum,39,F,1,Graduate,Married,$80K - $120K,Platinum,28,5,3,7,1000,6773,7363,-993.59,39772,50,101.33,0.277,UK
ID_005383,Standard,18,F,3,Uneducated,Divorced,$80K - $120K,Blue,4,5,5,5,25000,2898,4201,1721.06,10253,123,16.07,0.047,UK
ID_005384,Platinum,46,F,0,Post-Graduate,Single,$80K - $120K,Gold,53,3,4,0,10000,4408,1498,841.53,16,123,125.82,0.687,USA
ID_005385,Platinum,65,M,5,Post-Graduate,Divorced,$40K - $60K,Platinum,36,4,5,0,7500,4236,1590,1567.62,29414,112,102.86,0.411,USA
ID_005386,Premium,22,M,3,Unknown,Married,$120K+,Blue,1,1,0,9,5000,5369,19824,4628.96,23691,136,46.3,0.915,UK
ID_005387,Gold,75,M,3,Uneducated,Single,$80K - $120K,Silver,15,3,0,9,1000,2013,6443,3851.18,4536,13,64.97,0.228,USA
ID_005388,Premium,52,M,5,Post-Graduate,Divorced,$120K+,Blue,13,3,2,4,25000,9031,9598,209.93,48858,55,138.72,0.075,Canada
ID_005389,Platinum,72,F,2,Unknown,Single,$60K - $80K,Gold,31,1,3,2,1000,5276,19595,3225.46,48578,116,49.46,0.685,UK
ID_005390,Standard,27,M,5,High School,Single,$60K - $80K,Silver,17,2,4,7,2000,4010,385,2477.8,34767,122,104.88,0.943,USA
ID_005391,Platinum,36,M,5,Post-Graduate,Divorced,$60K - $80K,Blue,6,5,4,1,7500,9006,2089,1448.57,11637,161,-12.89,0.56,Canada
ID_005392,Standard,54,M,4,Unknown,Unknown,$40K - $60K,Platinum,24,2,2,4,3000,9029,9721,1051.77,9888,83,9.02,0.47,Canada
ID_005393,Standard,24,M,0,High School,Married,$60K - $80K,Blue,55,4,2,5,25000,2103,16545,2590.48,25796,128,-24.08,0.237,Canada
ID_005394,Premium,63,F,1,Unknown,Divorced,$120K+,Platinum,52,1,2,2,5000,8336,12133,1814.25,32422,165,26.97,0.102,UK
ID_005395,Platinum,52,M,1,Post-Graduate,Divorced,Less than $40K,Platinum,13,2,3,7,10000,1255,19780,2298.38,32418,16,136.15,0.838,USA
ID_005396,Gold,62,F,3,High School,Unknown,Less than $40K,Blue,21,3,2,7,15000,3957,12691,3637.83,18702,119,-38.3,0.328,UK
ID_005397,Platinum,30,M,3,Unknown,Married,$120K+,Gold,24,3,3,5,7500,3638,5413,4802.07,10532,143,97.41,0.132,USA
ID_005398,Platinum,27,M,3,Uneducated,Divorced,Less than $40K,Platinum,54,4,3,8,1000,2034,19323,1465.1,5391,97,119.2,0.406,UK
ID_005399,Gold,19,M,0,High School,Single,$80K - $120K,Gold,56,4,1,2,15000,3618,4692,1559.14,1839,47,54.86,0.786,Canada
ID_005400,Premium,23,F,3,Unknown,Married,Less than $40K,Platinum,22,1,2,2,15000,1483,13629,4043.97,18052,49,93.74,0.462,USA
ID_005401,Platinum,25,M,3,Uneducated,Unknown,$40K - $60K,Platinum,29,2,2,7,7500,3230,17768,-220.98,3303,112,133.2,0.348,USA
ID_005402,Platinum,53,M,4,High School,Divorced,$60K - $80K,Blue,24,3,4,9,2000,747,4786,3805.02,17423,70,75.95,0.273,UK
ID_005403,Standard,42,M,0,Unknown,Single,Less than $40K,Platinum,44,1,2,3,2000,1339,4720,1347.05,14000,168,133.8,0.49,UK
ID_005404,Platinum,61,F,2,Post-Graduate,Married,Less than $40K,Silver,12,1,3,9,1000,8432,11556,1490.87,4218,125,1.78,0.585,USA
ID_005405,Gold,77,F,2,High School,Divorced,$40K - $60K,Blue,20,3,2,0,1000,9009,4852,779.61,23510,43,-46.39,0.079,Canada
ID_005406,Standard,64,M,5,High School,Married,$40K - $60K,Silver,42,2,0,7,3000,8313,8498,-263.68,33859,90,-15.24,0.507,UK
ID_005407,Premium,57,F,4,Uneducated,Single,Less than $40K,Silver,34,5,4,7,5000,7867,3636,3471.68,14807,142,137.59,0.09,UK
ID_005408,Standard,24,M,1,Unknown,Single,$80K - $120K,Platinum,15,4,5,4,5000,1908,10752,4392.91,47150,103,46.71,0.345,USA
ID_005409,Gold,63,M,5,Post-Graduate,Married,Less than $40K,Gold,51,2,0,1,15000,5806,16831,2012.54,6961,60,43.33,0.496,Canada
ID_005410,Gold,40,F,2,Uneducated,Single,$80K - $120K,Blue,53,5,3,6,7500,9446,14223,150.69,19548,177,119.62,0.457,USA
ID_005411,Standard,36,M,0,High School,Single,$60K - $80K,Gold,4,5,0,3,5000,5111,3329,860.77,40030,179,113.0,0.063,USA
ID_005412,Premium,63,M,1,Uneducated,Married,$120K+,Blue,53,3,5,7,1000,574,3641,-493.68,3710,93,40.83,0.305,UK
ID_005413,Standard,39,F,3,Uneducated,Married,$60K - $80K,Silver,14,5,3,9,7500,5484,8208,3983.34,14282,179,98.39,0.364,Canada
ID_005414,Premium,30,F,0,Uneducated,Unknown,Less than $40K,Platinum,1,4,4,5,5000,1228,4309,2124.29,40577,121,51.8,0.474,USA
ID_005415,Standard,78,F,1,High School,Divorced,Less than $40K,Platinum,33,1,5,6,3000,7132,14543,4872.12,2227,163,16.11,0.762,USA
ID_005416,Gold,38,F,2,Graduate,Unknown,$80K - $120K,Platinum,50,2,1,9,1000,2494,16076,3634.37,9438,32,35.2,0.044,Canada
ID_005417,Platinum,18,M,5,Uneducated,Unknown,$40K - $60K,Gold,47,4,0,1,1000,306,4614,3357.08,13591,44,88.3,0.537,UK
ID_005418,Platinum,76,M,3,Graduate,Unknown,$80K - $120K,Platinum,43,5,4,4,5000,9769,9694,1627.99,15498,72,2.56,0.738,USA
ID_005419,Premium,36,M,3,Post-Graduate,Unknown,$40K - $60K,Platinum,50,1,1,3,3000,5383,5880,1092.64,18606,1,-17.4,0.334,UK
ID_005420,Premium,78,M,0,Post-Graduate,Divorced,$40K - $60K,Gold,29,1,3,2,25000,4889,5070,655.69,47051,0,-1.02,0.365,UK
ID_005421,Premium,77,M,5,Post-Graduate,Married,$40K - $60K,Gold,56,5,3,6,15000,5045,15528,4931.14,7103,121,127.88,0.543,UK
ID_005422,Gold,50,M,3,Unknown,Single,$40K - $60K,Platinum,10,4,1,0,10000,3255,18925,384.51,12731,69,72.48,0.982,Canada
ID_005423,Standard,21,M,1,High School,Single,Less than $40K,Platinum,36,5,5,5,3000,5117,8925,-119.56,15447,85,13.31,0.057,Canada
ID_005424,Gold,59,M,4,Graduate,Married,$120K+,Silver,14,2,5,2,10000,8043,10521,1825.52,43561,126,72.07,0.5,UK
ID_005425,Platinum,20,F,2,Unknown,Married,$120K+,Platinum,22,1,4,6,2000,3136,1605,2107.86,41378,174,119.17,0.372,Canada
ID_005426,Premium,44,M,0,Graduate,Married,$60K - $80K,Gold,50,3,1,8,1000,7338,19010,64.49,9851,63,30.5,0.705,USA
ID_005427,Standard,69,M,5,High School,Single,$60K - $80K,Blue,33,1,0,2,1000,4543,6360,1098.31,36550,145,-12.93,0.055,UK
ID_005428,Platinum,58,M,4,Uneducated,Unknown,$60K - $80K,Platinum,28,5,1,0,5000,5878,206,755.38,26961,107,0.55,0.355,UK
ID_005429,Platinum,52,M,4,Unknown,Unknown,$80K - $120K,Blue,7,5,2,2,5000,5824,19194,3448.85,14426,97,98.25,0.001,UK
ID_005430,Platinum,45,M,0,High School,Unknown,$60K - $80K,Platinum,36,3,0,8,3000,3458,3141,1929.87,22973,53,-3.11,0.514,USA
ID_005431,Gold,23,F,1,Unknown,Divorced,$60K - $80K,Platinum,36,3,4,9,1000,8279,17942,3663.71,40447,34,10.71,0.084,Canada
ID_005432,Premium,23,F,5,Post-Graduate,Unknown,$60K - $80K,Silver,50,1,0,3,5000,7478,1464,-448.04,10969,58,133.58,0.84,USA
ID_005433,Platinum,72,F,2,Unknown,Divorced,Less than $40K,Platinum,41,5,3,2,3000,8959,12150,896.42,6798,35,71.89,0.865,UK
ID_005434,Premium,74,M,0,Uneducated,Single,$60K - $80K,Gold,34,1,3,6,1000,4432,8957,789.75,40738,153,-28.01,0.751,USA
ID_005435,Gold,61,M,5,Uneducated,Divorced,$120K+,Platinum,37,4,3,6,10000,3386,6013,1750.25,9810,44,108.3,0.087,UK
ID_005436,Platinum,40,M,4,Graduate,Married,Less than $40K,Blue,6,5,0,3,2000,2515,11951,1418.02,2044,196,-4.65,0.267,Canada
ID_005437,Gold,79,M,4,Unknown,Married,$40K - $60K,Platinum,35,1,3,8,1000,5995,7570,566.26,1719,157,45.8,0.008,Canada
ID_005438,Gold,50,F,0,Post-Graduate,Single,$80K - $120K,Gold,27,5,5,8,15000,5045,1044,3907.37,30010,76,-47.62,0.747,UK
ID_005439,Premium,33,F,5,Uneducated,Unknown,Less than $40K,Platinum,30,5,5,1,2000,2354,11793,4440.28,25541,32,141.43,0.859,UK
ID_005440,Platinum,41,M,4,Graduate,Single,Less than $40K,Blue,32,2,4,6,1000,965,9692,3650.51,40938,22,115.81,0.555,Canada
ID_005441,Gold,22,M,0,Post-Graduate,Married,$120K+,Platinum,19,1,4,7,3000,7450,9050,3203.06,7205,148,146.91,0.897,Canada
ID_005442,Platinum,58,F,0,Post-Graduate,Unknown,$60K - $80K,Silver,22,5,0,7,1000,132,18727,2533.59,23913,81,77.58,0.051,UK
ID_005443,Premium,59,F,2,Post-Graduate,Married,$40K - $60K,Platinum,21,3,1,9,5000,8857,7241,1014.35,21083,62,103.11,0.547,Canada
ID_005444,Gold,30,F,0,High School,Single,$120K+,Blue,5,3,1,0,25000,1955,19636,4510.85,23811,197,-26.03,0.77,USA
ID_005445,Premium,64,F,5,Uneducated,Unknown,$120K+,Blue,21,2,4,1,3000,4969,12693,2891.8,22819,195,21.61,0.839,UK
ID_005446,Platinum,29,F,5,High School,Single,Less than $40K,Blue,41,5,0,7,15000,9422,18551,4336.82,9896,35,18.03,0.082,USA
ID_005447,Platinum,22,F,4,High School,Married,$40K - $60K,Silver,56,1,4,6,2000,1579,16567,1717.38,16462,164,-28.81,0.379,USA
ID_005448,Premium,54,F,3,Uneducated,Unknown,$120K+,Platinum,20,1,3,6,1000,2143,9895,1472.57,28356,127,17.9,0.064,USA
ID_005449,Standard,48,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,0,10000,7193,11520,-538.19,32648,0,79.27,0.607,UK
ID_005450,Gold,45,M,5,Graduate,Unknown,$80K - $120K,Silver,31,4,4,1,2000,7236,5580,1024.31,46295,25,-10.5,0.329,USA
ID_005451,Platinum,45,F,4,Uneducated,Divorced,$120K+,Silver,37,5,3,1,5000,1545,11696,1315.09,39348,169,6.53,0.934,Canada
ID_005452,Platinum,47,M,4,Graduate,Divorced,Less than $40K,Blue,59,2,2,2,10000,3146,4719,1965.29,34677,167,15.2,0.3,UK
ID_005453,Gold,35,F,2,Unknown,Married,$80K - $120K,Gold,6,2,5,2,3000,7520,18745,1850.79,17545,180,138.68,0.519,Canada
ID_005454,Premium,61,M,2,Uneducated,Single,Less than $40K,Platinum,31,5,2,2,2000,9179,5712,4507.53,5541,112,106.48,0.156,UK
ID_005455,Premium,44,F,4,Post-Graduate,Divorced,$60K - $80K,Blue,47,5,5,3,25000,4664,8795,2043.86,15389,77,-23.61,0.362,Canada
ID_005456,Premium,52,M,3,Uneducated,Divorced,$60K - $80K,Platinum,43,2,5,3,10000,4431,4377,4071.77,38830,120,132.65,0.941,UK
ID_005457,Standard,43,F,1,Unknown,Unknown,Less than $40K,Silver,24,2,2,8,7500,6571,2835,-229.5,19504,189,107.25,0.805,Canada
ID_005458,Standard,74,M,4,High School,Unknown,$120K+,Platinum,54,1,1,2,10000,6145,12626,2432.8,48303,43,33.24,0.126,USA
ID_005459,Platinum,56,M,2,Uneducated,Unknown,$60K - $80K,Gold,54,2,1,2,1000,897,9357,2227.39,22772,163,-0.28,0.759,Canada
ID_005460,Premium,66,F,0,Post-Graduate,Married,$60K - $80K,Platinum,18,3,0,8,2000,863,19185,-64.9,2625,3,16.08,0.356,UK
ID_005461,Gold,68,F,0,Uneducated,Single,$80K - $120K,Blue,55,2,1,3,15000,959,4729,470.72,2605,148,48.03,0.291,Canada
ID_005462,Platinum,77,F,2,High School,Single,$120K+,Blue,29,2,5,5,15000,9348,9379,2002.05,22076,113,83.98,0.871,Canada
ID_005463,Gold,35,M,2,Uneducated,Unknown,Less than $40K,Blue,51,3,4,9,7500,8154,8711,2127.53,1141,16,125.79,0.382,UK
ID_005464,Platinum,50,M,1,Post-Graduate,Married,$60K - $80K,Platinum,12,3,0,4,7500,6962,7472,4400.41,5208,15,-34.22,0.94,UK
ID_005465,Standard,42,M,5,Unknown,Unknown,$120K+,Blue,12,5,0,9,5000,2951,3296,-13.07,25375,40,25.86,0.048,Canada
ID_005466,Platinum,73,M,2,Post-Graduate,Single,$60K - $80K,Platinum,29,2,4,2,2000,1247,16088,828.4,37790,111,66.98,0.35,Canada
ID_005467,Standard,48,F,0,Unknown,Married,$80K - $120K,Platinum,7,3,2,7,25000,4885,4221,440.44,43824,54,80.98,0.74,USA
ID_005468,Platinum,54,F,3,Post-Graduate,Unknown,$120K+,Blue,16,1,1,4,5000,6462,11396,3695.58,8686,91,23.23,0.135,UK
ID_005469,Premium,76,M,2,Graduate,Unknown,$40K - $60K,Gold,12,4,0,7,15000,5337,14679,295.45,40904,56,13.01,0.076,USA
ID_005470,Gold,77,F,1,Uneducated,Single,$80K - $120K,Blue,21,3,2,5,25000,6700,19416,4392.46,8835,193,43.17,0.533,USA
ID_005471,Premium,19,F,3,Uneducated,Married,Less than $40K,Silver,4,4,5,8,15000,6858,3446,4583.28,27223,37,20.72,0.628,UK
ID_005472,Platinum,50,F,1,High School,Single,$120K+,Silver,42,2,3,1,25000,7194,7336,-328.12,11214,183,77.81,0.025,UK
ID_005473,Platinum,56,F,3,Graduate,Married,$60K - $80K,Gold,17,1,5,6,1000,1286,8263,301.25,43379,81,-21.07,0.506,Canada
ID_005474,Platinum,78,M,2,High School,Married,$120K+,Silver,28,1,2,9,25000,9957,357,1305.96,44576,164,-5.81,0.693,UK
ID_005475,Standard,60,F,0,Uneducated,Unknown,Less than $40K,Gold,31,5,2,3,10000,5482,3730,4202.58,42195,49,-36.24,0.619,UK
ID_005476,Gold,60,F,3,High School,Single,$120K+,Platinum,47,5,5,9,3000,9519,11266,-268.49,5966,182,-1.2,0.117,Canada
ID_005477,Gold,49,F,4,Unknown,Married,$60K - $80K,Silver,8,2,1,6,7500,7290,14630,1067.07,44647,128,91.89,0.869,USA
ID_005478,Platinum,35,M,5,Graduate,Divorced,$80K - $120K,Gold,46,3,3,8,2000,3450,5647,3207.77,15987,192,-39.47,0.094,UK
ID_005479,Platinum,34,F,1,Post-Graduate,Unknown,$80K - $120K,Blue,50,1,0,9,1000,1861,7232,3338.66,48078,64,66.21,0.415,USA
ID_005480,Standard,51,M,3,Unknown,Single,$60K - $80K,Silver,26,2,5,0,2000,5451,10437,1138.45,2740,43,32.75,0.25,UK
ID_005481,Premium,56,M,1,Post-Graduate,Married,$40K - $60K,Silver,40,2,4,4,15000,3836,18708,4779.06,30899,139,109.06,0.623,UK
ID_005482,Premium,24,F,0,High School,Unknown,$40K - $60K,Gold,46,3,0,5,7500,6393,13660,1114.8,19640,100,116.84,0.364,USA
ID_005483,Gold,59,F,1,Uneducated,Single,$80K - $120K,Platinum,55,1,1,3,3000,4004,829,2681.08,22002,75,138.7,0.519,Canada
ID_005484,Standard,71,M,1,Unknown,Single,Less than $40K,Gold,48,1,5,9,1000,4145,3515,2692.22,32000,52,37.77,0.729,USA
ID_005485,Platinum,70,M,4,Graduate,Unknown,$120K+,Gold,31,1,0,5,7500,7467,11227,3802.6,28343,188,138.35,0.452,UK
ID_005486,Gold,52,M,1,Post-Graduate,Married,$60K - $80K,Silver,19,5,1,0,15000,743,19136,1141.07,31267,12,-26.26,0.691,Canada
ID_005487,Standard,47,M,3,Unknown,Unknown,Less than $40K,Gold,59,1,1,7,1000,5632,13643,1461.84,11336,41,-30.5,0.862,USA
ID_005488,Premium,29,F,1,Uneducated,Divorced,$120K+,Blue,7,4,0,5,25000,8482,9560,1509.22,30644,173,5.47,0.197,USA
ID_005489,Standard,52,M,2,Graduate,Unknown,$80K - $120K,Gold,49,3,4,9,10000,1347,6981,-647.76,43216,41,116.98,0.462,USA
ID_005490,Premium,28,F,1,Graduate,Single,$60K - $80K,Blue,5,1,4,3,10000,3367,15282,3395.88,32933,143,-36.03,0.638,Canada
ID_005491,Standard,78,F,2,Post-Graduate,Divorced,Less than $40K,Blue,13,3,0,4,25000,1735,5009,3611.88,7006,103,12.55,0.607,USA
ID_005492,Gold,61,M,5,Unknown,Divorced,$120K+,Gold,18,3,3,7,2000,1601,10461,3923.73,34871,171,134.11,0.411,UK
ID_005493,Premium,74,F,1,Unknown,Married,$80K - $120K,Platinum,18,4,2,1,7500,5643,13907,3286.28,40679,108,62.08,0.259,USA
ID_005494,Gold,21,M,5,Graduate,Unknown,$80K - $120K,Blue,51,1,4,3,7500,1138,4305,2555.2,20859,69,-42.45,0.016,Canada
ID_005495,Gold,42,M,1,High School,Married,$120K+,Blue,55,3,1,6,7500,6587,15644,2385.49,35816,143,6.83,0.951,Canada
ID_005496,Premium,65,M,3,Graduate,Unknown,$40K - $60K,Blue,50,1,4,1,3000,4510,2762,2862.21,20855,81,79.42,0.076,USA
ID_005497,Premium,49,F,2,Uneducated,Single,$40K - $60K,Platinum,20,4,5,5,7500,5854,17873,-951.62,32583,21,-46.15,0.451,Canada
ID_005498,Platinum,37,F,5,Unknown,Married,$120K+,Gold,52,5,3,8,1000,1311,18208,1687.37,3824,34,47.64,0.424,USA
ID_005499,Platinum,67,M,5,Post-Graduate,Single,$120K+,Platinum,49,5,0,1,15000,3219,1395,-761.72,31770,104,148.86,0.923,UK
ID_005500,Platinum,48,F,2,Unknown,Single,$120K+,Gold,23,5,3,3,7500,7342,19844,1930.25,15581,72,16.72,0.214,UK
ID_005501,Gold,21,F,4,Graduate,Divorced,$80K - $120K,Blue,36,5,2,9,15000,72,12239,-107.59,40657,48,-4.07,0.777,Canada
ID_005502,Gold,71,F,1,Uneducated,Married,$60K - $80K,Silver,49,2,4,9,15000,623,9786,-944.01,25735,198,-33.48,0.113,USA
ID_005503,Platinum,55,F,1,High School,Unknown,$80K - $120K,Blue,51,3,5,4,3000,8379,16017,3382.79,23101,75,-44.77,0.059,UK
ID_005504,Gold,70,F,3,Unknown,Married,$80K - $120K,Gold,40,2,1,9,3000,2227,14490,3227.25,32400,63,112.18,0.959,USA
ID_005505,Gold,64,M,4,Graduate,Single,$40K - $60K,Platinum,52,1,5,7,15000,3229,10945,1320.17,3002,30,5.1,0.073,UK
ID_005506,Premium,18,F,4,Graduate,Divorced,$120K+,Blue,33,5,1,4,10000,5956,3311,-607.17,7209,128,-43.83,0.167,UK
ID_005507,Premium,20,F,3,Graduate,Married,$80K - $120K,Blue,7,1,3,4,2000,2627,4857,4849.55,49910,152,64.92,0.754,UK
ID_005508,Gold,54,M,5,Uneducated,Divorced,$80K - $120K,Gold,40,4,5,9,1000,5809,4962,-95.05,2063,100,-7.36,0.792,USA
ID_005509,Platinum,39,F,2,Graduate,Divorced,$120K+,Gold,5,3,5,8,5000,1566,5852,1929.92,22246,147,-29.58,0.08,USA
ID_005510,Standard,79,F,5,Graduate,Single,$60K - $80K,Silver,32,4,0,9,1000,2720,15781,632.45,31385,96,30.25,0.192,UK
